ident,name,runway,latitude,longitude
8FL7,Capra Farms Heliport,Gainesville,-82.47589874,29.68549919
8FL8,Jacksonville Police Heliport,Jacksonville,-81.65119934,30.32519913
8FL9,Burnt Store Road Heliport,Punta Gorda,-82.022228,26.846631
8G3,Giermek Executive Airport,Olean,-78.40450287,42.06869888
8G8,Koons Airport,Salem,-80.88310242,40.88339996
8GA0,Pinetree Heliport,Cumming,-84.229722,34.145833
8GA1,Gum Creek Airport,Roopville,-85.161903,33.4212
8GA2,Dwight David Eisenhower Army Medical Ctr Heliport,Augusta,-82.12120056,33.43009949
8GA3,Leesburg Spraying Airport,Leesburg,-84.12490082,31.77519989
8GA4,Doctors Hospital Heliport,Augusta,-82.091698,33.481701
8GA5,Marion Hospital Heliport,Buena Vista,-84.52629852,32.3288002
8GA6,S & S Landing Strip,Griffin,-84.3184967,33.16070175
8GA7,Etowah Bend Gliderport,Kingston,-84.97720337,34.20199966
8GA8,Falcons Aerie Airport,Carrollton,-85.00299835,33.57730103
8GA9,Brook Bridge Aerodrome,Vaughn,-84.41079712,33.27679825
8GE8,Northside Hospital-Cherokee Heliport,Canton,-84.49919891,34.24670029
8I1,Robinson Airport,Vevay,-85.19830322,38.69449997
8I3,Glenndale Airport,Kokomo,-86.20330048,40.4333992
8IA0,Unity Healthcare Heliport,Muscatine,-91.05419922,41.43360138
8IA1,Hegg Memorial Healthcare Center Heliport,Rock Valley,-96.28359985,43.20149994
8IA2,Port Paradise Farms Airport,Winfield,-91.36180115,41.1739006
8IA9,Shields Airport,Red Oak,-95.24420166,41.15610123
8ID8,Lewis And Clark Airstrip,Salmon,-113.865,45.353333
8II0,Allen and Gloss Airport,Bennington,-85.1013031,38.85699844
8II1,Careferre Acres Airport,Jasonville,-87.12609863,39.18310165
8II2,Norris Field,Liberty,-84.8660965,39.65309906
8II3,Thrust Industries Airport,Haubstadt,-87.57949829,38.21250153
8II4,Helton Heliport,Hazelwood,-86.520798,39.614498
8II5,Holt Field,Hoagland,-85,40.8995018
8II6,Rolls Royce Plant 5 Heliport,Indianapolis,-86.20471,39.733377
8II7,Allison Plant 8 Heliport,Indianapolis,-86.20970154,39.74119949
8II8,Allison Plant 3 Heliport,Indianapolis,-86.2457962,39.77920151
8II9,Summe Farm Heliport,Zionsville,-86.2480011,39.95750046
8IL0,Adkins RLA Restricted Landing Area,Harvard,-88.63480377,42.35279846
8IL1,Twin Gardens Airport,Harvard,-88.6529007,42.40840149
8IL2,Kirkpatrick Airport,Harvard,-88.60009766,42.48469925
8IL3,Butler Hill RLA Restricted Landing Area,West Brooklyn,-89.16249847,41.73809814
8IL4,Mercy Harvard Hospital Heliport,Harvard,-88.60790253,42.42639923
8IL5,O'Connor Field,Pecatonica,-89.35420227,42.36809921
8IL6,Robertson's Roost Airport,Edgewood,-88.65859985,38.8594017
8IL7,Dutch Creek Seaplane Base,Mc Henry,-88.24700165,42.37110138
8IL8,Advocate South Suburban Hospital Heliport,Hazel Crest,-87.697161,41.567695
8IL9,Little Sister Seaplane Base,Hennepin,-89.35009766,41.20000076
8IN1,Clarian Arnett Heliport,Lafayette,-86.808056,40.400833
8IN2,Robinson Field,Greenwood,-86.03140259,39.62329865
8IN4,Hancock Memorial Hospital Heliport,Greenfield,-85.78220367,39.81470108
8IN5,Portage Community Hospital Heliport,Portage,-87.18440247,41.54669952
8IN6,Parkview Noble Hospital Heliport,Kendallville,-85.29579926,41.44720078
8IN7,Brush Creek Airport,Butlerville,-85.51529694,39.04529953
8IN8,Bremen Community Hospital Heliport,Bremen,-86.158333,41.456667
8IN9,Marcidale Airport,Amo,-86.60220337,39.68560028
8IS0,St Joseph's Hospital - Breese Heliport,Breese,-89.5236969,38.62639999
8IS1,Nelson Airport,Carlinville,-89.99320221,39.30780029
8IS2,Kilsoquah Farm Airport,Roanoke,-85.38890076,40.99779892
8IS3,Dept of Corrections Heliport,Grafton,-90.4611969,38.97340012
8IS4,Hillsboro Area Hospital Heliport,Hillsboro,-89.48139954,39.15169907
8IS5,Raymond Classen Memorial Airport,Danforth,-87.99169922,40.81669998
8IS6,Decatur Memorial Hospital Heliport,Decatur,-88.96140289,39.86719894
8IS8,Vista Surgery Center Heliport,Lindenhurst,-88.05671275,42.41304804
8IS9,Anderson Hospital Heliport,Maryville,-89.94680023,38.73699951
8K0,Bucklin Airport,Bucklin,-99.64179993,37.54589844
8K4,St Mary's Airpark,St. Mary's,-96.061402,39.272499
8K5,Yates Center Airport,Yates Center,-95.74729919,37.85300064
8K7,Paul Windle Municipal Airport,Greensburg,-99.27510071,37.59999847
8K8,Cimarron Municipal Airport,Cimarron,-100.3499985,37.83060074
8K9,Murphys Pullout Seaplane Base,Ketchikan,-131.7380066,55.38959885
8KA,Tatitna Airport,Tatitna,-153.3619995,62.29330063
8KS0,Morgan Farms Airport,Ulysses,-101.4589996,37.8125
8KS1,Neu Field,Basehor,-94.98079681,39.1719017
8KS2,King Ranch Airport,Hamilton,-96.23079681,37.93889999
8KS3,Davis Airfield,Hiawatha,-95.48049927,39.85279846
8KS4,Rans Airport,Hays,-99.35089874,38.90499878
8KS5,Blue Sky Airport,Parsons,-95.28029633,37.31669998
8KS6,Wesley Medical Center Heliport,Wichita,-97.29840088,37.6955986
8KS7,Pine Sod Ranch Airport,Stilwell,-94.64520264,38.73310089
8KS8,Prairie Cottage Airport,Chapman,-97.00779724,38.9178009
8KS9,The Wilderness Airport,Williamsburg,-95.4253006,38.44449997
8KT1,Papa John's Headquarters Heliport,Louisville,-85.531776,38.213611
8KT8,Cherry Hill Airport,Pleasureville,-85.077972,38.3319167
8KY0,Alberta Ultralightport,Alberta,-84.46360016,38.39670181
8KY3,Battle Field,Perryville,-84.9925,37.661111
8KY6,Caintuckee Airport,Independence,-84.568278,38.935528
8LA0,Transco Schriever Heliport,Thibodaux,-90.82949829,29.74629974
8LA1,Chevron USA Inc. Heliport,Venice,-89.356192,29.26395
8LA2,Louisiana State Police Headquarters Heliport,Baton Rouge,-91.13700104,30.44910049
8LA3,Shell Central Facilities E Bay Block 24 Heliport,Venice,-89.30480194,29.09129906
8LA4,Conoco Inc. Venice Heliport,Venice,-89.35510254,29.25939941
8LA5,Chevron Southpass Tank Battery W-2 Heliport,Venice,-89.32779694,29.04159927
8LA6,Dgs Heliport,Venice,-89.38510132,29.24189949
8LA7,Southern Natural Gas Company Heliport,Verret,-89.83339691,29.8640995
8LA8,Galvez-Lake Vfd Heliport,Gonzales,-90.90149689,30.3010006
8LA9,Koll Airport,Welsh,-92.74459839,30.35709953
8LL0,Nance Airport,Old Ripley,-89.55729675,38.88750076
8LL1,Hunter Airport,Woodstock,-88.5062027,42.3567009
8LL2,Eckberg Airport,Wyanet,-89.55979919,41.36949921
8LL3,Hundley Airport,Rochester,-89.48984385,39.70920058
8LL4,Richland Memorial Hospital Heliport,Olney,-88.07730103,38.73749924
8LL5,Paris Community Hospital Heliport,Paris,-87.67639923,39.60779953
8LL6,State Highway Paris Heliport,Paris,-87.71219635,39.60340118
8LL7,Donald A. Hamilton Airport,Pawnee,-89.59449768,39.5945015
8LL8,Miners Memorial Health Center Heliport,West Frankfort,-88.9539032,37.8993988
8M2,Sally Wofford Airport,Weiner,-90.91369629,35.59030151
8M6,Mc Ville Municipal Airport,Mc Ville,-98.18650055,47.78310013
8M7,Tradewater Airport,Dawson Springs,-87.67500305,37.18889999
8MA4,Crow Island Airport (Pvt),Stow,-71.4944444,42.4172222
8MD0,Suzie Field,Woodbine,-77.01750183,39.38330078
8MD1,Rite Aid Distribution Center Heliport,Aberdeen,-76.20939636,39.45339966
8MD2,Montebello Filtration Plant Heliport,Baltimore,-76.58670044,39.33610153
8MD3,Sinai Ii Heliport,Baltimore,-76.66249847,39.35779953
8MD4,Spiering Airport,Greensboro,-75.77780151,38.98059845
8MD5,Harrison Farm Airport,Libertytown,-77.22170258,39.49829865
8MD6,Burgess Field,Riverside,-77.14689636,38.39709854
8MD7,Deerfield Airport,Leonardtown,-76.65969849,38.23860168
8MI0,Trowbridge Farms Airport,South Haven,-86.17089844,42.41199875
8MI1,B & G Heliport,Grand Rapids,-85.56780243,42.8891983
8MI2,Acme Heliport,Centerline,-83.01100159,42.47200012
8MI3,Mattawan Airpark,Mattawan,-85.80560303,42.19589996
8MI4,Howe Airport,Morley,-85.57369995,43.4958992
8MI5,Consumers Power Company Heliport,South Haven,-86.30470276,42.32730103
8MI6,Muskegon General Hospital Heliport,Muskegon,-86.20230103,43.23889923
8MI7,Bass Lake Airport,Steuben,-86.48429871,46.16189957
8MI8,Cupp/Sjvs Landing Strip,Mendon,-85.45420074,42.99470139
8MI9,Winters Field,Chelsea,-84.10669708,42.30500031
8MN0,Lake Zumbro Seaplane Base,Oronoco,-92.48349762,44.20159912
8MN1,Stewart Farms Airport,Cannon Falls,-92.80519867,44.53139877
8MN2,Aslesen Airport,Halstad,-96.748933,47.335586
8MN3,Breezy Point Airport,Pequot Lakes,-94.22000122,46.59579849
8MN4,Sethney Personal Airport,Deerwood,-93.813599,46.3797
8MN5,Vieira Airport,Lino Lakes,-93.13359833,45.20830154
8MN6,Minske Field,Princeton,-93.741275,45.583604
8MN7,St Elizabeth Hospital Heliport,Wabasha,-92.04859924,44.38819885
8MN8,Porter Airport,Jacobson,-93.39379883,47.01269913
8MN9,Mavencamp Airport,Maple Lake,-94.039101,45.256901
8MO0,Barnes St Peters Hospital Heliport,St Peters,-90.5786972,38.79339981
8MO2,Liberty Hospital Heliport,Liberty,-94.43360138,39.26670074
8MO3,Curtis Field,Richmond,-93.94159698,39.3246994
8MO4,Joan Lake Airport,Richwoods,-90.8667984,38.20840073
8MO5,Cayton Pony Express Airport,Maysville,-94.38410187,39.82279968
8MO6,Pike County Memorial Hospital Heliport,Louisiana,-91.06739807,39.44139862
8MO7,Bean Lake Airport,Rushville,-95.00659943,39.49169922
8MO8,Frazier Airport,Monett,-93.86689758,36.91120148
8MO9,Mercy Hospital St Louis Heliport,St Louis,-90.448336,38.643667
8MS1,Henderson Airport,Greenwood,-90.097736,33.585044
8MS2,Godspeed Airpark,Fulton,-88.507179,34.234296
8MS8,Betty Ann Cooper Memorial Helipad,Steiner,-90.6227778,33.623263
8N0,Rockingham County Heliport,Eden,-79.7397995,36.49399948
8N1,Grimes Airport,Bethel,-76.26360321,40.48479843
8N4,Flying Dollar Airport,Canadensis,-75.24960327,41.21680069
8N7,Mc Ginness Airport,Columbia,-76.48719788,40.02510071
8NA0,Tappen Airstrip,Tappen,-99.63089752,46.8810997
8NA1,Deep River Seaplane Base,Upham,-100.7829971,48.62279892
8NA5,Liechty Farm Airport,Montpelier,-98.63040161,46.6629982
8NA7,Camp Grafton Heliport,Devils Lake,-98.9292984,48.0625
8NA9,Hashbarger Farm Airstrip,Hope,-97.67900085,47.32799911
8NC0,Vidant Bertie Hospital Heliport,Windsor,-76.92924,35.988669
8NC1,Dean Field,Cameron,-79.240898,35.376301
8NC2,Summey Airpark,Caroleen,-81.78510284,35.28929901
8NC3,Winding Creek Airport,Sneads Ferry,-77.44059753,34.56610107
8NC4,Dead Dog Airport,Pittsboro,-79.31279755,35.72990036
8NC5,Adams Airport,Rowland,-79.248802,34.576099
8NC6,Brooks Field,Siler City,-79.40699768,35.6896019
8NC7,Parker Field,Maysville,-77.27670288,34.93640137
8NC8,Lake Ridge Aero Park Airport,Durham,-78.78330231,36.06010056
8NC9,W.N.C. Air Museum Airport,Hendersonville,-82.43360138,35.30720139
8ND0,Amble-Tiger North Farms Airport,Sarles,-99.01679993,48.90140152
8ND4,Heyde Airport,Manvel,-97.186203,48.07360077
8ND5,Ausk Strip,Chaffee,-97.40540314,46.76390076
8ND6,J Vining Airport,Chaffee,-97.39089966,46.71269989
8NE2,P & R Airport,Cedar Creek,-96.03359985,41.04169846
8NE3,Smith Field,Champion,-101.8130035,40.48189926
8NE4,Bornemeier Airstrip,Elmwood,-96.29199982,40.87080002
8NE5,X1 Ranch Airport,Ericson,-98.72979736,41.79059982
8NE6,Franklin's Plainview Airport,Franklin,-98.92539978,40.12080002
8NE7,Smith Airport,Franklin,-99.00039673,40.09999847
8NE9,C A M P Airport,Fullerton,-97.96450043,41.39030075
8NJ0,Winchelsea Airport,Port Republic,-74.50900269,39.51789856
8NJ1,Merck Whitehouse Station Heliport,Whitehouse Station,-74.76540375,40.63980103
8NJ2,Carnegie Center Heliport,Princeton,-74.64790344,40.32210159
8NJ3,Lembo Heliport,Paterson,-74.13289642,40.9029007
8NJ4,South Jersey Hospital System Heliport,Bridgeton,-75.22160339,39.4367981
8NJ5,Kennedy Stadium Heliport,Harrison,-74.1576004,40.74729919
8NJ6,Lamington House Heliport,Bedminster,-74.69680023,40.65230179
8NJ7,Pio Costa Heliport,Pequannock,-74.29070282,40.94309998
8NJ8,Kraemer Heliport,Richwood,-75.15879822,39.74430084
8NJ9,Ronson 287 Heliport,Somerville,-74.57129669,40.57619858
8NK2,Marine Helicopter Squadron 361 Heliport,Jamesport,-72.569445,40.956944
8NK3,Harris Airport,Fort Ann,-73.532732,43.409669
8NK4,Bethany Airpark,Bethany Center,-78.13829803,42.94329834
8NK5,St Luke'S Cornwall Hospital-Newburgh Heliport,Newburgh,-74.014772,41.503447
8NK6,Suntime Airport,West Burlington,-75.168333,42.713056
8NK8,Mister Dog Seaplane Base,Bolton Landing,-73.6086112,43.565
8NY0,Sullivan Correctional Facility Heliport,Woodbourne,-74.58159637,41.72060013
8NY1,James Carl Memorial Heliport,Roscoe,-74.93460083,41.98509979
8NY2,Mountain Fresh Farm Heliport,Milton,-73.99349976,41.68479919
8NY3,North Fork Airport,Afton,-75.55970001,42.26869965
8NY5,Mariaville Aerodrome,Duanesburg,-74.14820099,42.82040024
8NY7,Sha-Wan-Ga Valley Airport,Bloomingburg,-74.402397,41.571497
8NY9,Nassau County Police Heliport,Bethpage,-73.49120331,40.7458992
8OA3,The Jewish Hospital Heliport,Cincinnati,-84.37999725,39.20610046
8OA5,Camp Crook Municipal Airport,Camp Crook,-103.9840012,45.56669998
8OA6,Warner Airstrip,Vickery,-82.89710236,41.38619995
8OA7,Bald Eagle Field,Stockport,-81.78099823,39.55649948
8OA9,Margos Sky Ranch Airport,Seville,-81.81569672,41.04449844
8OH0,Ashtabula County Medical Center Ctr Heliport,Ashtabula,-80.79370117,41.88029861
8OH1,Dunlap Memorial Hospital Heliport,Orrville,-81.76210022,40.83259964
8OH2,Honda Heliport,Marysville,-83.50409698,40.28089905
8OH3,J and B Sky Ranch Airport,Coitsville,-80.52259827,41.11729813
8OH4,York Aerodrome,Columbiana,-80.70259857,40.84389877
8OH5,Urban Airport,Cortland,-80.71230316,41.38199997
8OH6,Odot Dist 4 Summit Co Heliport,Cuyahoga Falls,-81.466797,41.1423
8OH7,Morris Field,East Palestine,-80.60030365,40.88230133
8OH8,Allen Airport,Dorset,-80.68560028,41.66809845
8OH9,University Hospital/Sicu Heliport,Cincinnati,-84.50270081,39.13729858
8OI0,Brannon Field,Newbury,-81.24539948,41.45420074
8OI3,Allen Airport,Cortland,-80.66899872,41.37340164
8OI4,Trinity Medical Center West Heliport,Steubenville,-80.65840149,40.36700058
8OI5,Clum Airport,Thornville,-82.41459656,39.88169861
8OI6,St Vincent Charity Hospital Heliport,Cleveland,-81.67500305,41.49440002
8OI8,Meridia Huron Hospital Heliport,East Cleveland,-81.58370209,41.52529907
8OI9,Morkassel Field,Idaho,-83.11660004,39.0992012
8OK0,Lamle Airport,Okeene,-98.28919983,36.06829834
8OK1,Warbonnet Airport,Blanchard,-97.71080017,35.16830063
8OK2,Baker Airstrip,El Reno,-97.92890167,35.47510147
8OK3,Cleveland Area Hospital Heliport,Cleveland,-96.50029755,36.31669998
8OK4,Brandley Airport,El Reno,-98.040604,35.5042
8OK5,Grove General Hospital Heliport,Grove,-94.76689911,36.58340073
8OK6,Barry Dotson Ranch Airport,Marble City,-94.750198,35.566799
8OK7,Cc & M Airport,Medford,-97.71839905,36.79729843
8OK8,Baptist Regional Health Center Heliport,Miami,-94.88359833,36.88339996
8OK9,Nu-Tech Energy County Heliport,Oklahoma City,-97.53500366,35.45059967
8OL1,Petes Airpark,Wetumka,-96.22949982,35.22790146
8OR0,Danielson Heliport,Hillsboro,-122.9550018,45.53340149
8OR1,Lebanon Hospital Heliport,Lebanon,-122.9077435,44.55153363
8OR2,Kingston Airpark,Stayton,-122.7300034,44.7784996
8OR3,Riverview Ranch Airport,Days Creek,-123.1210022,42.93370056
8OR4,Southern Oregon General Hospital Heliport,Grants Pass,-123.3323569,42.447101
8OR5,Pilot Butte Airport,Bend,-121.276001,44.04729843
8OR6,Grabhorn's Airport,Scappoose,-122.8939972,45.78229904
8OR7,Gates Airport,Corvallis,-123.2249985,44.6271019
8OR8,Light Valley Tree Farm Heliport,Eagle Point,-122.5110016,42.35929871
8OR9,Samaritan Pacific Communities Hospital Heliport,Newport,-124.0599976,44.62960052
8PA0,Numidia Airport,Numidia,-76.3973999,40.86619949
8PA1,Dee Jay Airport,Ono,-76.50389862,40.40840149
8PA2,Ronca Heliport,Bethlehem,-75.33409882,40.68429947
8PA3,Deer Meadows Airstrip,Weatherly,-75.7405014,40.9958992
8PA4,J F T Airport,Mifflinburg,-77.04579926,40.94449997
8PA5,Echo 8 Communications Facility Heliport,Kittanning,-79.5062027,40.8144989
8PA6,Turtle Rock Airstrip,Shermansdale,-77.167639,40.329306
8PA7,Lazzarini Heliport,Nazareth,-75.3575,40.796388
8PA8,Sunny Rest Airport,Palmerton,-75.66629791,40.81679916
8PA9,Sons Ii Heliport,Lahaska,-74.99130249,40.32569885
8PN0,Lost Acres Airport,Chambersburg,-77.61640167,39.93830109
8PN2,Hallett's Airport,Bangor,-75.1651001,40.91049957
8PN3,Mc Cauley'S Airport,Venus,-79.5,41.383333
8PN4,Philipsburg Area Hospital Heliport,Philipsburg,-78.206731,40.906281
8PN5,Helfrick Heliport,Elysburg,-76.54969788,40.83340073
8PN6,Lansdale Hospital Heliport,Lansdale,-75.270333,40.252389
8PN7,Cameron County Junior/Senior High School Heliport,Emporium,-78.248431,41.5135
8PN8,Rorer Group Heliport,Fort Washington,-75.18849945,40.14179993
8PN9,Marsh Creek Airport,Gettysburg,-77.29190063,39.8219986
8PS0,Middlebury Airport,Middlebury Center,-77.28140259,41.84790039
8PS1,Bethlehem Steel Plant Heliport,Bethlehem,-75.34680176,40.61259842
8PS2,Still Meadow Farm Airport,Jackson Center,-80.16280365,41.31060028
8PS3,Empire Heliport,Taylor,-75.73490143,41.39450073
8PS5,Hmc Hanger Heliport,Hershey,-76.68389893,40.26179886
8PS7,Geisinger Community Medical Center Heliport,Scranton,-75.643121,41.399053
8PS9,Tyler Memorial Hospital Heliport,Tunkhannock,-75.97049713,41.57839966
8Q0,Travis Air Force Base Aero Club,Fairfield,-121.972081,38.269688
8S2,Cashmere-Dryden Airport,Cashmere,-120.4850006,47.51470184
8S3,Santiam Junction State Airport,Santiam Junction,-121.9420013,44.43460083
8S4,Enterprise Municipal Airport,Enterprise,-117.2649994,45.42490005
8TA0,John B Connally Ranch Airport,Floresville,-98.27639771,29.13579941
8TA1,Whatley Flying Service Airport,Seadrift,-96.76190186,28.47809982
8TA2,Department of Public Safety Heliport,Sherman,-96.60939789,33.65039825
8TA3,Flying X River Ranch Airport,Spicewood,-98.17420197,30.51689911
8TA4,Laseair Airport,Texas City,-95.007697,29.445499
8TA5,Short Stop Airport,Farmersville,-96.32219696,33.16320038
8TA6,Hyco Heliport Nr 3 Heliport,Beaumont,-94.1780014,30.14690018
8TA7,Stark Field,Granbury,-97.75309753,32.56959915
8TA8,Bufords Field,Huntington,-94.53240204,31.16909981
8TA9,Star Dusters Airport,Washington,-92.05840302,30.63579941
8TE0,Gillingham Airport,Floresville,-98.11329651,29.13909912
8TE1,Wall Flying Service Airport,Floresville,-98.20670319,29.01799965
8TE2,J-Bar Ranch Airport,Crane,-102.5279999,31.5279007
8TE3,Lopez Ranch Airport,Fort Mc Kavett,-100.0810013,30.71820068
8TE4,H & F Properties Airport,Crystal City,-99.75810242,28.81500053
8TE5,Mt Vernon Medical Center Heliport,Mount Vernon,-95.2358017,33.17620087
8TE6,"Faith Cattle Company, Longfellow Ranch Airport",Fort Stockton,-102.717002,30.3002
8TE7,Carter Ranch STOLport,Fredericksburg,-98.91280365,30.32080078
8TE8,Tradewind Agricultural Airport,El Campo,-96.226655,29.162613
8TE9,Mc Gill Ranch Heliport,Harris,-95.73269653,29.89119911
8TN0,Le Bonheur Medical Center Heliport,Memphis,-90.03369904,35.00009918
8TN1,Parker Airport,Eads,-89.62689972,35.19639969
8TN2,Pleasant Grove Airpark,Shelbyville,-86.55390167,35.39889908
8TN3,Raby Airpark,Farragut,-84.18109894,35.84170151
8TN4,Flaglor Airport,Mosheim,-82.96890259,36.24470139
8TN5,Nobuzzn Airport,Springfield,-86.91110229,36.4864006
8TN6,Rachel's Landing Airport,Murfreesboro,-86.345034,35.921579
8TN7,Short Creek Airport,Dover,-87.99169922,36.4007988
8TN8,Field of Dreams Ultralightport,Burlison,-89.87139893,35.54169846
8TN9,Bull Run Airport,Covington,-89.67780304,35.5155983
8TS0,Hamilton Ranch Airport,Bruni,-98.73220062,27.55310059
8TS1,Retta Airport,Burleson,-97.24199677,32.54180145
8TS2,Henrietta Airport,Henrietta,-98.21700287,33.78340149
8TS3,Bruner Airport,Latexo,-95.47329712,31.39019966
8TS4,Memorial City General Hospital Heliport,Houston,-95.545169,29.780707
8TS5,Stol Field,Joshua,-97.36830139,32.46789932
8TS6,Moore Airport,Kaufman,-96.32250214,32.53319931
8TS7,Wyatt 3-Rivers Airport,Glen Rose,-97.72609711,32.24489975
8TS8,Rnk Ranch Airport,Del Rio,-100.913002,29.91740036
8TS9,Strait Ranch Airport,Encinal,-99.57029724,28.13999939
8TX0,Hub Field,Jewett,-96.13020325,31.42959976
8TX1,Medical Emergency Gbc Heliport,Gun Barrel City,-96.11329651,32.3348999
8TX2,Freeman Ranch Airport,Rocksprings,-100.2020035,29.97850037
8TX3,Edwards Airport,Goldthwaite,-98.61560059,31.34289932
8TX4,Sartor Heliport,Willis,-95.55740356,30.37579918
8TX5,Texaco Chemical Company-East Heliport,Port Neches,-93.93209839,29.96240044
8TX6,Harper Airport,Palmer,-96.71690369,32.42760086
8TX7,Skyhaven Airport,Houston,-95.14849854,29.83359909
8TX8,Weeks Airport,Premont,-98.17949677,27.36090088
